Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Journey_Day,Journey_Month,Journey_Weekday,Dep_Hour
Air India,2019-06-03,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 04 Jun,19h 40m,2,No info,8603,1180,3,6,Monday,12
Jet Airways,2019-06-15,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2,No info,18804,440,15,6,Saturday,11
Air Asia,2019-04-21,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1,No info,7452,870,21,4,Sunday,7
SpiceJet,2019-04-24,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,No info,3971,170,24,4,Wednesday,9
IndiGo,2019-06-12,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,0,No info,3943,170,12,6,Wednesday,10
IndiGo,2019-03-15,Banglore,New Delhi,BLR → AMD → DEL,14:25,19:25,5h,1,No info,9165,300,15,3,Friday,14
SpiceJet,2019-06-21,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,No info,3625,170,21,6,Friday,9
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,16:00,12:35 25 Jun,20h 35m,1,In-flight meal not included,10262,1235,24,6,Monday,16
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 22 May,13h 20m,1,No info,14388,800,21,5,Tuesday,18
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1,No info,15058,675,12,6,Wednesday,8
Air India,2019-03-06,Delhi,Cochin,DEL → BOM → COK,09:00,07:40 07 Mar,22h 40m,1,No info,14882,1360,6,3,Wednesday,9
IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,0,No info,4591,170,18,4,Thursday,10
SpiceJet,2019-05-09,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,No check-in baggage included,3841,155,9,5,Thursday,6
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1,No info,14781,590,15,5,Wednesday,8
SpiceJet,2019-04-09,Kolkata,Banglore,CCU → BLR,22:20,00:40 10 Apr,2h 20m,0,No check-in baggage included,3841,140,9,4,Tuesday,22
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 04 Jun,10h 30m,1,No info,13377,630,3,6,Monday,15
Jet Airways,2019-06-12,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 13 Jun,8h 55m,2,No info,13014,535,12,6,Wednesday,19
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1,No info,14848,375,21,5,Tuesday,13
Air India,2019-05-09,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,0,No info,4145,155,9,5,Thursday,20
IndiGo,2019-06-12,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,0,No info,3850,140,12,6,Wednesday,7
Air India,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,07:00,20:25,13h 25m,1,No info,10413,805,24,5,Friday,7
IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 04 Jun,10h 30m,1,No info,6104,630,3,6,Monday,15
IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,10:30,13:20,2h 50m,0,No info,3943,170,1,6,Saturday,10
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 13 Jun,11h 5m,1,In-flight meal not included,8529,665,12,6,Wednesday,21
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 25 Jun,13h 45m,1,In-flight meal not included,10262,825,24,6,Monday,22
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,20:25,22:05 19 May,25h 40m,1,No info,14151,1540,18,5,Saturday,20
Air Asia,2019-05-09,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2,No info,5192,500,9,5,Thursday,15
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 22 May,14h 35m,1,In-flight meal not included,9663,875,21,5,Tuesday,14
GoAir,2019-04-24,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,0,No info,4632,175,24,4,Wednesday,7
IndiGo,2019-04-06,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 07 Apr,5h 5m,1,No info,5073,305,6,4,Saturday,20
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1,No info,9526,535,15,6,Saturday,10
IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,0,No info,4423,170,15,4,Monday,4
IndiGo,2019-05-12,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,0,No info,2227,95,12,5,Sunday,20
Vistara,2019-03-21,Banglore,New Delhi,BLR → DEL,11:30,14:10,2h 40m,0,No info,5403,160,21,3,Thursday,11
IndiGo,2019-03-27,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,0,No info,3858,140,27,3,Wednesday,19
Jet Airways,2019-03-09,Delhi,Cochin,DEL → IXC → BOM → COK,13:45,18:50 10 Mar,29h 5m,2,No info,18752,1745,9,3,Saturday,13
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1,In-flight meal not included,9663,330,21,5,Tuesday,6
Jet Airways,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35 25 Jun,17h 25m,2,No info,12819,1045,24,6,Monday,19
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1,No info,6883,720,27,3,Wednesday,9
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 28 May,6h 30m,1,No info,7198,390,27,5,Monday,19
Air India,2019-03-09,Banglore,New Delhi,BLR → DEL,10:00,12:45,2h 45m,0,No info,7801,165,9,3,Saturday,10
IndiGo,2019-04-21,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,0,No info,4823,175,21,4,Sunday,18
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,06:30,09:20 25 May,26h 50m,1,In-flight meal not included,9663,1610,24,5,Friday,6
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 13 May,24h 40m,1,No info,12121,1480,12,5,Sunday,20
Vistara,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25 13 May,27h 5m,1,No info,8085,1625,12,5,Sunday,20
IndiGo,2019-03-03,Banglore,New Delhi,BLR → IDR → DEL,13:40,18:35,4h 55m,1,No info,8662,295,3,3,Sunday,13
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,22:00,18:50 22 Mar,20h 50m,1,In-flight meal not included,6017,1250,21,3,Thursday,22
SpiceJet,2019-05-03,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,0,No check-in baggage included,3859,135,3,5,Friday,9
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14h 20m,1,No info,7564,860,18,5,Saturday,4
SpiceJet,2019-06-21,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,0,No check-in baggage included,3919,160,21,6,Friday,5
Jet Airways,2019-04-15,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,0,In-flight meal not included,5443,195,15,4,Monday,11
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1,No info,13364,400,1,4,Monday,14
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1,In-flight meal not included,12239,660,27,5,Monday,8
IndiGo,2019-04-09,Kolkata,Banglore,CCU → MAA → BLR,11:30,16:05,4h 35m,1,No info,4966,275,9,4,Tuesday,11
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,06:00,08:45,2h 45m,0,No info,6144,165,3,3,Sunday,6
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 10 May,28h,1,In-flight meal not included,12373,1680,9,5,Thursday,15
Air India,2019-03-18,Banglore,New Delhi,BLR → BOM → UDR → DEL,08:50,16:30 16 Mar,31h 40m,2,No info,10835,1900,18,3,Monday,8
Air India,2019-06-06,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 07 Jun,27h 20m,1,No info,7952,1640,6,6,Thursday,6
IndiGo,2019-04-09,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,0,No info,3419,165,9,4,Tuesday,1
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,03:50,12:35,8h 45m,1,No info,10197,525,27,5,Monday,3
IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 04 Jun,14h 55m,1,No info,5883,895,3,6,Monday,10
Air India,2019-05-18,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,0,No info,4667,135,18,5,Saturday,11
IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,04:55,21:20,16h 25m,2,No info,6223,985,21,3,Thursday,4
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 07 May,11h 5m,1,In-flight meal not included,7757,665,6,5,Monday,21
IndiGo,2019-03-03,Banglore,New Delhi,BLR → AMD → DEL,14:25,19:25,5h,1,No info,11873,300,3,3,Sunday,14
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 07 Jun,11h 5m,1,In-flight meal not included,10844,665,6,6,Thursday,21
IndiGo,2019-05-15,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 16 May,5h 45m,1,No info,7189,345,15,5,Wednesday,21
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 28 Jun,14h 45m,1,In-flight meal not included,10262,885,27,6,Thursday,21
Air Asia,2019-05-01,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,0,No info,5989,150,1,5,Wednesday,19
IndiGo,2019-06-24,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,0,No info,2227,90,24,6,Monday,21
Jet Airways,2019-06-06,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,In-flight meal not included,4995,90,6,6,Thursday,10
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,13:55,18:10 25 Mar,28h 15m,1,No info,14231,1695,24,3,Sunday,13
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 19 May,23h 20m,1,In-flight meal not included,10844,1400,18,5,Saturday,18
GoAir,2019-03-03,Delhi,Cochin,DEL → HYD → COK,05:45,13:20,7h 35m,1,No info,5628,455,3,3,Sunday,5
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 10 Jun,21h 25m,1,In-flight meal not included,10844,1285,9,6,Sunday,18
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1,No info,8937,645,15,6,Saturday,8
IndiGo,2019-03-06,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,0,No info,5618,155,6,3,Wednesday,14
Air India,2019-04-09,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1,No info,6674,735,9,4,Tuesday,7
GoAir,2019-04-24,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,0,No info,3898,170,24,4,Wednesday,11
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,18:55,20:45 25 May,25h 50m,1,In-flight meal not included,10844,1550,24,5,Friday,18
Air India,2019-06-03,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 04 Jun,23h,2,No info,13381,1380,3,6,Monday,20
Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 04 Mar,10h 55m,1,No info,17024,655,3,3,Sunday,17
IndiGo,2019-04-09,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 10 Apr,5h 45m,1,No info,7398,345,9,4,Tuesday,21
Air India,2019-03-01,Banglore,New Delhi,BLR → VGA → VTZ → DEL,10:30,17:45,7h 15m,2,Change airports,17461,435,1,3,Friday,10
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 25 May,12h 15m,1,No info,13731,735,24,5,Friday,20
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,16:55,08:15 16 Mar,15h 20m,1,No info,13555,920,18,3,Monday,16
IndiGo,2019-04-27,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,0,No info,4804,155,27,4,Saturday,17
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1,No info,16289,715,21,5,Tuesday,7
IndiGo,2019-05-18,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1,No info,7520,425,18,5,Saturday,5
IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 19 May,14h 55m,1,No info,7503,895,18,5,Saturday,10
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,08:25,19:15,10h 50m,1,No info,8601,650,27,3,Wednesday,8
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,08:25,12:00 02 Apr,27h 35m,1,In-flight meal not included,7064,1655,1,4,Monday,8
Air Asia,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1,No info,5192,710,6,5,Monday,7
SpiceJet,2019-06-09,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1,No info,9158,330,9,6,Sunday,15
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → HYD → COK,07:10,18:10,11h,1,No info,7038,660,21,5,Tuesday,7
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,22:20,01:10 25 Mar,2h 50m,0,No info,7303,170,24,3,Sunday,22
IndiGo,2019-03-15,Banglore,New Delhi,BLR → LKO → DEL,05:25,10:10,4h 45m,1,No info,8021,285,15,3,Friday,5
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1,No info,14323,555,15,5,Wednesday,10
Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,07:00,20:25,13h 25m,1,No info,10203,805,6,6,Thursday,7
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 16 Jun,6h 30m,1,No info,7408,390,15,6,Saturday,19
IndiGo,2019-03-27,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,0,No info,2227,85,27,3,Wednesday,21
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1,No info,16108,465,15,6,Saturday,11
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 16 Jun,18h 20m,1,In-flight meal not included,10262,1100,15,6,Saturday,18
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1,No info,14714,600,9,6,Sunday,9
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 04 Jun,20h 10m,1,In-flight meal not included,10262,1210,3,6,Monday,22
IndiGo,2019-05-18,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1,No info,7640,490,18,5,Saturday,14
Vistara,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1,No info,8610,700,12,6,Wednesday,7
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10h 50m,1,No info,12767,650,21,3,Thursday,8
IndiGo,2019-06-12,Delhi,Cochin,DEL → BOM → COK,08:50,21:00,12h 10m,1,No info,6093,730,12,6,Wednesday,8
IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1,No info,6442,560,27,4,Saturday,6
Jet Airways,2019-05-09,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,0,In-flight meal not included,4030,165,9,5,Thursday,6
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1,No info,7408,480,6,6,Thursday,13
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1,No info,10696,545,3,6,Monday,7
SpiceJet,2019-03-12,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,0,No info,6982,150,12,3,Tuesday,9
IndiGo,2019-06-09,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,0,No info,2754,90,9,6,Sunday,19
IndiGo,2019-03-27,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1h 25m,0,No info,2754,85,27,3,Wednesday,12
IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1,No info,6758,965,18,5,Saturday,4
Air India,2019-05-18,Delhi,Cochin,DEL → COK,14:10,17:10,3h,0,No info,6934,180,18,5,Saturday,14
Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50,13h 25m,2,No info,18799,805,3,3,Sunday,5
Jet Airways,2019-05-06,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,No info,5678,90,6,5,Monday,19
Jet Airways,2019-04-01,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,In-flight meal not included,4544,180,1,4,Monday,19
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 07 May,21h 25m,1,In-flight meal not included,7757,1285,6,5,Monday,18
IndiGo,2019-05-27,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1,No info,6373,310,27,5,Monday,17
IndiGo,2019-06-03,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,0,No info,5644,150,3,6,Monday,14
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 07 May,24h 40m,1,No info,13067,1480,6,5,Monday,20
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1,No info,6513,540,15,5,Wednesday,7
IndiGo,2019-05-09,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,0,No info,4392,90,9,5,Thursday,12
IndiGo,2019-03-06,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,0,No info,4778,170,6,3,Wednesday,5
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45 19 May,24h 45m,1,In-flight meal not included,10844,1485,18,5,Saturday,20
Air India,2019-05-24,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,12:30 25 May,30h 40m,2,No info,12723,1840,24,5,Friday,5
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:15 25 Mar,12h 5m,1,In-flight meal not included,11134,725,24,3,Sunday,21
Jet Airways,2019-05-09,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,No info,7229,185,9,5,Thursday,18
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 07 Jun,16h 55m,1,In-flight meal not included,10262,1015,6,6,Thursday,11
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,0,No info,4778,170,24,3,Sunday,5
IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,23:30,02:20 16 Mar,2h 50m,0,No info,8033,170,15,3,Friday,23
Air India,2019-05-27,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 May,25h 35m,1,No info,8425,1535,27,5,Monday,5
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,08:55,18:50,9h 55m,1,No info,15411,595,6,3,Wednesday,8
Air India,2019-06-12,Delhi,Cochin,DEL → HYD → MAA → COK,13:05,09:25 13 Jun,20h 20m,2,No info,10975,1220,12,6,Wednesday,13
Air India,2019-03-24,Kolkata,Banglore,CCU → GAU → BLR,16:45,21:05 25 Mar,28h 20m,1,No info,6535,1700,24,3,Sunday,16
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1,No info,8355,435,9,5,Thursday,10
SpiceJet,2019-06-18,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No check-in baggage included,3543,140,18,6,Tuesday,17
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:45 25 Mar,22h 25m,1,No info,12102,1345,24,3,Sunday,20
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 02 May,16h 45m,1,In-flight meal not included,9314,1005,1,5,Wednesday,17
IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 19 May,6h 55m,1,No info,7503,415,18,5,Saturday,18
SpiceJet,2019-03-03,Delhi,Cochin,DEL → MAA → COK,06:10,11:20,5h 10m,1,No info,9748,310,3,3,Sunday,6
IndiGo,2019-06-27,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,0,No info,4804,155,27,6,Thursday,17
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1,In-flight meal not included,8586,590,9,5,Thursday,6
Jet Airways,2019-06-24,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,12:35 25 Jun,27h 10m,2,No info,13882,1630,24,6,Monday,9
Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,15:50,18:45,2h 55m,0,No info,7229,175,21,5,Tuesday,15
Air India,2019-03-24,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,0,No info,2575,80,24,3,Sunday,6
IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,21:15,00:15 22 May,3h,0,No info,3943,180,21,5,Tuesday,21
SpiceJet,2019-04-24,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1,No check-in baggage included,4760,270,24,4,Wednesday,8
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,06:30,22:35,16h 5m,1,In-flight meal not included,8824,965,24,3,Sunday,6
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1,No info,6902,615,21,3,Thursday,9
Air Asia,2019-03-21,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 22 Mar,14h 25m,1,No info,6151,865,21,3,Thursday,16
Jet Airways,2019-03-09,Banglore,New Delhi,BLR → BOM → DEL,05:45,10:25,4h 40m,1,In-flight meal not included,11087,280,9,3,Saturday,5
Air Asia,2019-03-03,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,0,No info,5964,150,3,3,Sunday,19
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,20:25,22:05 02 May,25h 40m,1,No info,14151,1540,1,5,Wednesday,20
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 16 May,28h 50m,1,No info,11467,1730,15,5,Wednesday,9
SpiceJet,2019-05-21,Kolkata,Banglore,CCU → BLR,22:20,00:40 22 May,2h 20m,0,No info,3873,140,21,5,Tuesday,22
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 22 Mar,10h 35m,1,No info,13542,635,21,3,Thursday,15
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 22 May,12h 15m,1,In-flight meal not included,10844,735,21,5,Tuesday,20
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,0,No info,6144,165,3,3,Sunday,1
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1,In-flight meal not included,10262,300,27,6,Thursday,14
Air Asia,2019-04-06,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,0,No info,3383,165,6,4,Saturday,11
Air India,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,17:30,20:25 10 Jun,26h 55m,1,No info,10413,1615,9,6,Sunday,17
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1,In-flight meal not included,13994,575,9,6,Sunday,9
Air India,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2,No info,13143,1045,21,5,Tuesday,5
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:25,18:50,10h 25m,1,No info,13069,625,21,3,Thursday,8
GoAir,2019-06-09,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,No info,3898,165,9,6,Sunday,20
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1,No info,13941,475,9,5,Thursday,8
Air India,2019-03-21,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20 19 Mar,24h 50m,1,No info,6383,1490,21,3,Thursday,10
Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1,In-flight meal not included,10406,835,1,6,Saturday,7
IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 07 Jun,10h 30m,1,No info,5883,630,6,6,Thursday,15
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,10:45,21:00,10h 15m,1,No info,6838,615,27,3,Wednesday,10
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1,No info,14781,800,21,5,Tuesday,6
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 10 Jun,8h 40m,1,In-flight meal not included,10577,520,9,6,Sunday,19
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → HYD → COK,13:05,22:30,9h 25m,1,No info,9646,565,15,5,Wednesday,13
Vistara,2019-06-06,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,No info,6216,190,6,6,Thursday,6
Jet Airways,2019-05-12,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,0,No info,9564,195,12,5,Sunday,11
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 02 May,7h 30m,1,No info,14781,450,1,5,Wednesday,21
Jet Airways,2019-05-06,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,No info,7229,180,6,5,Monday,7
IndiGo,2019-03-09,Kolkata,Banglore,CCU → BLR,22:10,00:55 10 Mar,2h 45m,0,No info,4148,165,9,3,Saturday,22
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1,In-flight meal not included,7268,455,27,6,Thursday,11
Air India,2019-06-01,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,No info,6245,150,1,6,Saturday,14
Air Asia,2019-04-18,Banglore,Delhi,BLR → DEL,23:55,02:45 19 Apr,2h 50m,0,No info,4483,170,18,4,Thursday,23
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 04 Jun,26h 10m,1,In-flight meal not included,11627,1570,3,6,Monday,2
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:10 25 Mar,16h 10m,1,No info,13310,970,24,3,Sunday,17
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,In-flight meal not included,7754,185,21,6,Friday,18
IndiGo,2019-04-01,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,0,No info,2754,90,1,4,Monday,19
